"Product Name","Quantity","Sell Price","Date Sold","Product Category"
"Modern Wooden Pizza","19","$184.46","04/03/2024","Wooden"
"Handcrafted Granite Pants","84","$554.19","10/24/2023","Fresh"
"Handcrafted Granite Pants","69","$309.88","03/13/2024","Bronze"
"Oriental Metal Towels","99","$225.03","12/18/2023","Steel"
"Tasty Bronze Hat","65","$438.28","09/04/2023","Granite"
"Recycled Granite Table","89","$464.24","06/21/2023","Steel"
"Incredible Wooden Ball","5","$218.70","02/20/2024","Granite"
"Modern Granite Keyboard","60","$30.23","11/28/2023","Fresh"
"Elegant Plastic Bike","37","$123.46","04/05/2024","Granite"
"Small Metal Bacon","22","$134.65","07/13/2023","Plastic"
"Practical Bronze Shoes","4","$606.79","10/04/2023","Concrete"
"Gorgeous Rubber Tuna","99","$174.00","02/07/2023","Steel"
"Incredible Frozen Bike","67","$300.87","12/08/2023","Bronze"
"Modern Soft Sausages","27","$959.24","03/05/2024","Bronze"
"Elegant Frozen Keyboard","31","$372.71","02/16/2023","Frozen"
"Intelligent Granite Towels","41","$387.72","09/28/2023","Wooden"
"Modern Cotton Chicken","8","$320.47","12/23/2023","Fresh"
"Ergonomic Frozen Mouse","97","$376.29","05/11/2023","Rubber"
"Tasty Soft Keyboard","74","$422.08","02/08/2024","Cotton"
"Licensed Cotton Chair","63","$972.84","09/28/2023","Concrete"
"Luxurious Cotton Shoes","66","$828.15","11/16/2023","Granite"
"Small Granite Keyboard","86","$503.68","12/10/2023","Wooden"
"Licensed Concrete Mouse","70","$464.75","12/06/2023","Rubber"
"Unbranded Wooden Shoes","41","$897.71","03/18/2024","Frozen"
"Tasty Frozen Mouse","90","$321.52","11/20/2023","Cotton"
"Electronic Wooden Bacon","27","$353.44","09/18/2023","Fresh"
"Handmade Bronze Gloves","48","$485.22","01/02/2023","Fresh"
"Bespoke Fresh Pants","58","$61.75","07/13/2023","Wooden"
"Intelligent Granite Bacon","20","$178.30","01/14/2023","Fresh"
"Modern Frozen Mouse","3","$257.54","02/28/2024","Cotton"
"Small Fresh Tuna","53","$719.81","12/21/2023","Steel"
"Oriental Plastic Shirt","84","$216.99","07/04/2023","Granite"
"Practical Frozen Salad","14","$663.19","01/02/2023","Granite"
"Licensed Concrete Keyboard","95","$323.96","04/10/2024","Granite"
"Tasty Steel Shoes","99","$828.18","02/12/2024","Fresh"
"Refined Metal Mouse","95","$32.51","01/31/2023","Bronze"
"Recycled Metal Mouse","43","$369.11","04/29/2023","Concrete"
"Incredible Metal Computer","61","$300.46","12/22/2022","Rubber"
"Handmade Concrete Tuna","95","$551.69","08/05/2023","Cotton"
"Ergonomic Rubber Pants","40","$448.37","06/16/2023","Rubber"
"Licensed Granite Sausages","44","$55.17","06/06/2023","Plastic"
"Gorgeous Soft Hat","70","$308.68","12/03/2023","Rubber"
"Ergonomic Cotton Pizza","85","$947.79","02/03/2023","Granite"
"Bespoke Steel Car","35","$169.18","08/27/2023","Soft"
"Recycled Metal Pants","45","$371.14","01/18/2023","Granite"
"Fantastic Bronze Shirt","2","$295.10","04/15/2024","Rubber"
"Recycled Cotton Shirt","76","$920.55","05/09/2023","Fresh"
"Awesome Plastic Pants","70","$805.36","05/20/2023","Metal"
"Handcrafted Cotton Chair","42","$743.36","08/10/2023","Soft"
"Elegant Plastic Mouse","39","$788.42","12/03/2023","Wooden"
"Practical Concrete Sausages","46","$449.24","01/22/2023","Fresh"
"Generic Steel Chair","84","$346.00","02/21/2023","Fresh"
"Licensed Rubber Hat","39","$793.62","05/23/2023","Wooden"
"Ergonomic Cotton Computer","12","$745.15","11/02/2023","Fresh"
"Intelligent Cotton Pizza","54","$462.63","05/02/2023","Concrete"
"Handcrafted Fresh Keyboard","42","$432.57","04/19/2024","Fresh"
"Rustic Soft Bacon","73","$145.84","12/31/2022","Wooden"
"Elegant Concrete Cheese","21","$867.30","06/07/2023","Granite"
"Fantastic Cotton Hat","69","$682.28","03/30/2024","Steel"
"Small Wooden Bacon","85","$86.43","04/21/2023","Frozen"
"Refined Plastic Gloves","84","$230.99","07/22/2023","Plastic"
"Small Wooden Salad","4","$187.95","07/30/2023","Metal"
"Electronic Granite Table","13","$165.38","08/14/2023","Plastic"
"Bespoke Rubber Ball","51","$579.95","11/25/2023","Frozen"
"Ergonomic Plastic Computer","83","$227.00","10/25/2023","Rubber"
"Handcrafted Concrete Salad","13","$789.59","03/04/2023","Fresh"
"Ergonomic Concrete Mouse","2","$777.40","05/16/2023","Plastic"
"Oriental Plastic Salad","36","$883.78","03/14/2024","Cotton"
"Modern Concrete Chicken","71","$754.18","04/18/2024","Wooden"
"Generic Concrete Keyboard","71","$908.51","02/26/2023","Cotton"
"Luxurious Soft Car","46","$851.57","04/11/2023","Cotton"
"Rustic Cotton Bacon","35","$251.83","03/27/2023","Metal"
"Generic Wooden Ball","65","$45.22","11/17/2023","Granite"
"Ergonomic Steel Chips","64","$775.30","04/26/2024","Wooden"
"Generic Wooden Chair","61","$287.88","04/18/2024","Concrete"
"Incredible Bronze Sausages","86","$272.66","01/07/2024","Wooden"
"Elegant Granite Salad","83","$820.87","08/23/2023","Bronze"
"Oriental Cotton Soap","48","$688.83","08/03/2023","Fresh"
"Sleek Fresh Bacon","45","$721.31","02/22/2024","Cotton"
"Oriental Granite Salad","36","$912.20","02/16/2024","Fresh"
"Licensed Fresh Chicken","94","$792.37","08/18/2023","Fresh"
"Intelligent Granite Fish","1","$308.28","10/07/2023","Cotton"
"Modern Fresh Bike","40","$280.06","04/23/2024","Bronze"
"Practical Plastic Mouse","98","$260.42","11/21/2023","Plastic"
"Licensed Wooden Soap","39","$35.37","03/31/2023","Cotton"
"Bespoke Plastic Hat","57","$344.53","01/23/2023","Frozen"
"Incredible Rubber Chair","96","$235.68","11/02/2023","Steel"
"Unbranded Cotton Cheese","61","$405.62","05/01/2024","Bronze"
"Rustic Wooden Table","60","$5.60","05/20/2023","Frozen"
"Rustic Plastic Pizza","42","$202.49","02/24/2024","Wooden"
"Tasty Wooden Keyboard","97","$676.46","08/29/2023","Frozen"
"Tasty Plastic Table","83","$863.48","09/13/2023","Bronze"
"Generic Granite Mouse","63","$405.81","03/01/2024","Metal"
"Small Rubber Soap","59","$944.62","04/22/2023","Soft"
"Refined Steel Table","99","$874.15","10/31/2023","Concrete"
"Unbranded Fresh Car","18","$180.69","04/27/2023","Steel"
"Handcrafted Soft Hat","38","$425.88","10/17/2023","Bronze"
"Awesome Bronze Gloves","18","$58.21","07/19/2023","Bronze"
"Intelligent Metal Bacon","96","$136.22","06/27/2023","Fresh"
"Unbranded Cotton Cheese","34","$21.08","06/14/2023","Rubber"
"Practical Frozen Pants","33","$57.88","07/20/2023","Granite"
"Awesome Soft Gloves","44","$775.44","05/09/2023","Wooden"
"Sleek Metal Soap","98","$38.61","08/02/2023","Rubber"
"Gorgeous Wooden Computer","3","$122.77","03/25/2023","Granite"
"Intelligent Metal Chair","50","$975.43","01/17/2024","Frozen"
"Incredible Bronze Chair","21","$799.71","02/04/2024","Rubber"
"Ergonomic Plastic Shirt","3","$938.17","01/27/2024","Plastic"
"Recycled Cotton Towels","95","$146.39","03/19/2023","Concrete"
"Rustic Soft Hat","77","$283.71","01/01/2024","Metal"
"Tasty Metal Pizza","76","$911.41","03/22/2023","Soft"
"Sleek Steel Towels","32","$441.79","04/13/2023","Wooden"
"Sleek Rubber Computer","31","$723.66","06/28/2023","Plastic"
"Awesome Bronze Towels","68","$725.81","07/15/2023","Soft"
"Licensed Concrete Chair","28","$979.83","11/27/2023","Frozen"
"Luxurious Frozen Cheese","55","$461.46","07/28/2023","Bronze"
"Sleek Fresh Keyboard","55","$43.69","04/24/2023","Plastic"
"Luxurious Frozen Shirt","36","$293.68","07/03/2023","Cotton"
"Rustic Metal Soap","57","$903.90","02/16/2024","Fresh"
"Fantastic Steel Keyboard","43","$940.30","01/19/2024","Cotton"
"Oriental Granite Fish","75","$958.96","09/26/2023","Rubber"
"Fantastic Plastic Car","36","$307.05","08/08/2023","Plastic"
"Modern Fresh Keyboard","7","$129.00","03/02/2023","Rubber"
"Luxurious Plastic Bacon","66","$689.78","10/08/2023","Cotton"
"Luxurious Soft Salad","21","$212.88","01/13/2023","Bronze"
"Unbranded Rubber Fish","84","$499.51","11/03/2023","Frozen"
"Handmade Fresh Shirt","14","$692.17","03/15/2023","Metal"
"Handmade Bronze Mouse","2","$410.11","07/02/2023","Steel"
"Fantastic Fresh Computer","60","$56.13","04/27/2023","Wooden"
"Fantastic Rubber Sausages","59","$607.40","02/19/2023","Cotton"
"Sleek Soft Computer","46","$623.22","02/10/2024","Wooden"
"Refined Concrete Car","70","$921.34","04/02/2023","Granite"
"Luxurious Metal Chips","61","$153.36","08/12/2023","Fresh"
"Modern Plastic Gloves","96","$903.57","12/17/2023","Granite"
"Tasty Wooden Shoes","4","$517.10","02/14/2024","Wooden"
"Unbranded Cotton Pizza","99","$472.57","12/24/2022","Wooden"
"Recycled Frozen Pizza","8","$217.78","10/03/2023","Plastic"
"Refined Wooden Soap","32","$813.89","08/31/2023","Rubber"
"Luxurious Wooden Computer","11","$780.47","10/09/2023","Steel"
"Luxurious Wooden Shoes","95","$989.67","09/25/2023","Metal"
"Unbranded Metal Chips","81","$194.93","03/06/2024","Rubber"
"Practical Frozen Chicken","48","$832.15","05/13/2023","Metal"
"Ergonomic Plastic Car","82","$200.01","12/09/2023","Concrete"
"Handmade Metal Computer","58","$868.14","06/13/2023","Fresh"
"Handmade Wooden Sausages","44","$369.10","02/20/2024","Bronze"
"Generic Frozen Cheese","29","$296.58","12/14/2023","Fresh"
"Intelligent Wooden Ball","89","$617.62","06/16/2023","Metal"
"Modern Fresh Salad","46","$726.99","07/24/2023","Steel"
"Recycled Cotton Bacon","80","$97.19","01/04/2024","Granite"
"Recycled Wooden Cheese","41","$949.95","03/02/2023","Concrete"
"Modern Soft Shirt","47","$283.84","12/16/2022","Plastic"
"Handcrafted Wooden Cheese","24","$599.78","03/28/2023","Plastic"
"Bespoke Metal Chicken","33","$726.92","01/06/2023","Bronze"
"Handmade Steel Mouse","66","$244.35","07/08/2023","Frozen"
"Recycled Frozen Sausages","97","$951.35","09/29/2023","Steel"
"Unbranded Cotton Cheese","2","$440.86","07/18/2023","Steel"
"Handcrafted Concrete Bike","33","$677.47","03/14/2024","Frozen"
"Electronic Plastic Chair","59","$966.38","06/17/2023","Frozen"
"Handmade Granite Car","20","$722.11","10/17/2023","Frozen"
"Luxurious Soft Tuna","49","$358.32","12/31/2023","Metal"
"Elegant Frozen Car","86","$97.56","07/16/2023","Rubber"
"Ergonomic Concrete Gloves","78","$511.77","03/14/2024","Metal"
"Ergonomic Soft Salad","44","$872.81","10/05/2023","Steel"
"Refined Bronze Mouse","39","$169.84","10/10/2023","Steel"
"Incredible Concrete Cheese","2","$205.24","07/30/2023","Wooden"
"Licensed Granite Table","88","$518.46","02/03/2024","Soft"
"Incredible Frozen Tuna","4","$82.50","01/31/2024","Frozen"
"Unbranded Concrete Pizza","65","$804.18","11/13/2023","Metal"
"Licensed Frozen Chicken","28","$544.65","01/30/2023","Plastic"
"Unbranded Fresh Table","80","$584.99","06/08/2023","Soft"
"Recycled Metal Sausages","61","$5.97","01/05/2023","Plastic"
"Fantastic Soft Chips","38","$107.46","02/02/2023","Bronze"
"Intelligent Cotton Towels","39","$711.20","11/26/2023","Soft"
"Unbranded Steel Shoes","56","$819.57","03/04/2023","Concrete"
"Luxurious Plastic Keyboard","33","$339.17","09/13/2023","Metal"
"Sleek Soft Gloves","98","$485.83","05/07/2023","Concrete"
"Electronic Granite Salad","67","$553.95","06/02/2023","Metal"
"Handcrafted Soft Keyboard","88","$857.32","08/03/2023","Metal"
"Sleek Granite Computer","25","$250.86","12/23/2022","Metal"
"Recycled Frozen Sausages","31","$624.95","09/20/2023","Wooden"
"Rustic Frozen Bike","6","$102.23","04/26/2023","Frozen"
"Awesome Wooden Soap","79","$551.87","12/30/2022","Plastic"
"Ergonomic Frozen Chips","43","$799.29","04/30/2023","Bronze"
"Awesome Metal Sausages","35","$155.97","04/20/2023","Cotton"
"Ergonomic Wooden Chicken","31","$419.89","01/10/2024","Steel"
"Incredible Granite Gloves","9","$103.09","11/09/2023","Granite"
"Gorgeous Concrete Fish","84","$632.18","04/18/2023","Soft"
"Tasty Granite Car","43","$855.37","01/07/2023","Bronze"
"Recycled Fresh Fish","37","$164.02","04/01/2024","Soft"
"Handmade Steel Fish","37","$873.90","08/25/2023","Wooden"
"Incredible Soft Chips","39","$534.81","01/06/2024","Steel"
"Elegant Cotton Fish","41","$894.14","09/09/2023","Granite"
"Refined Plastic Keyboard","95","$567.39","01/26/2023","Steel"
"Sleek Metal Chips","60","$803.09","11/11/2023","Frozen"
"Unbranded Fresh Computer","31","$193.16","06/01/2023","Metal"
"Awesome Granite Soap","12","$462.33","06/17/2023","Granite"
"Elegant Cotton Hat","31","$763.20","01/07/2024","Frozen"
"Fantastic Plastic Tuna","37","$336.23","12/23/2022","Granite"
"Elegant Metal Mouse","33","$640.54","04/06/2024","Granite"
"Handcrafted Bronze Tuna","9","$818.87","03/26/2024","Bronze"
"Incredible Cotton Salad","99","$799.71","01/28/2024","Bronze"
"Electronic Frozen Ball","31","$292.22","07/09/2023","Rubber"
"Handcrafted Concrete Shoes","70","$316.43","07/03/2023","Metal"
"Generic Plastic Pants","64","$728.43","10/03/2023","Plastic"
"Recycled Wooden Salad","86","$725.29","02/17/2023","Rubber"
"Gorgeous Metal Cheese","71","$885.50","12/21/2023","Cotton"
"Generic Granite Keyboard","78","$68.88","12/26/2022","Fresh"
"Handcrafted Wooden Salad","51","$710.09","09/08/2023","Frozen"
"Incredible Cotton Sausages","90","$549.80","04/06/2024","Steel"
"Tasty Soft Sausages","61","$910.86","04/15/2023","Fresh"
"Rustic Rubber Shoes","75","$973.65","07/22/2023","Cotton"
"Oriental Rubber Bike","65","$817.79","03/12/2023","Cotton"
"Fantastic Bronze Salad","16","$629.65","02/13/2023","Plastic"
"Awesome Frozen Chicken","40","$495.99","08/02/2023","Soft"
"Rustic Rubber Chicken","63","$794.50","09/29/2023","Bronze"
"Luxurious Rubber Computer","40","$215.69","07/16/2023","Wooden"
"Handmade Soft Mouse","25","$625.82","07/17/2023","Rubber"
"Refined Fresh Computer","4","$905.48","08/24/2023","Steel"
"Ergonomic Metal Pizza","44","$952.43","04/11/2023","Rubber"
"Handmade Wooden Fish","55","$379.01","08/17/2023","Frozen"
"Awesome Granite Table","31","$864.57","01/18/2024","Frozen"
"Luxurious Rubber Soap","5","$147.89","03/17/2024","Granite"
"Licensed Granite Chair","65","$447.66","03/15/2023","Cotton"
"Awesome Wooden Mouse","7","$984.73","06/12/2023","Frozen"
"Handcrafted Wooden Table","58","$319.61","08/04/2023","Bronze"
"Handmade Concrete Salad","54","$916.43","03/28/2023","Frozen"
"Ergonomic Metal Bike","87","$590.56","06/19/2023","Concrete"
"Awesome Wooden Chair","82","$145.09","03/10/2023","Cotton"
"Unbranded Plastic Mouse","43","$737.26","03/31/2024","Fresh"
"Intelligent Fresh Mouse","79","$128.20","08/11/2023","Cotton"
"Awesome Fresh Mouse","23","$694.41","02/04/2024","Steel"
"Refined Wooden Pizza","55","$363.21","03/20/2023","Wooden"
"Tasty Plastic Pants","77","$25.74","08/11/2023","Steel"
"Bespoke Granite Car","64","$677.90","10/27/2023","Steel"
"Oriental Frozen Hat","71","$37.93","07/06/2023","Soft"
"Bespoke Granite Hat","28","$954.23","03/05/2023","Concrete"
"Tasty Concrete Chair","10","$248.68","07/11/2023","Metal"
"Gorgeous Metal Shoes","84","$708.43","01/06/2023","Plastic"
"Practical Steel Pants","24","$962.21","04/11/2023","Granite"
"Electronic Concrete Mouse","53","$987.35","12/24/2022","Granite"
"Awesome Rubber Hat","52","$792.89","09/15/2023","Concrete"
"Modern Metal Sausages","8","$356.31","02/06/2024","Soft"
"Electronic Cotton Chips","48","$714.23","04/12/2024","Metal"
"Handmade Metal Shoes","77","$650.70","12/01/2023","Plastic"
"Practical Plastic Pizza","92","$426.50","05/22/2023","Steel"
"Practical Rubber Chips","89","$433.03","04/07/2023","Granite"
"Awesome Metal Computer","6","$641.34","01/29/2023","Bronze"
"Elegant Soft Ball","21","$744.27","03/18/2024","Plastic"
"Generic Soft Cheese","10","$356.91","11/30/2023","Concrete"
"Luxurious Concrete Shirt","81","$94.41","03/13/2023","Frozen"
"Practical Cotton Car","3","$313.93","03/02/2024","Rubber"
"Gorgeous Plastic Ball","34","$452.59","01/26/2023","Fresh"
"Handcrafted Bronze Table","22","$926.70","08/28/2023","Metal"
"Licensed Wooden Tuna","46","$753.12","03/11/2024","Granite"
"Sleek Rubber Chips","8","$466.31","02/21/2023","Bronze"
"Small Plastic Hat","90","$462.70","02/04/2023","Frozen"
"Awesome Wooden Pants","69","$962.67","05/16/2023","Steel"
"Tasty Wooden Computer","4","$941.91","02/16/2024","Metal"
"Fantastic Steel Tuna","18","$176.01","08/03/2023","Wooden"
"Practical Steel Pants","53","$563.69","08/31/2023","Granite"
"Oriental Steel Tuna","93","$228.24","02/03/2024","Frozen"
"Electronic Fresh Shirt","79","$880.09","07/28/2023","Granite"
"Gorgeous Rubber Bike","37","$40.99","06/20/2023","Metal"
"Luxurious Bronze Bacon","9","$400.74","08/19/2023","Steel"
"Practical Fresh Towels","21","$802.95","05/22/2023","Granite"
"Rustic Concrete Gloves","45","$310.62","07/20/2023","Cotton"
"Awesome Cotton Pizza","15","$864.93","03/08/2023","Wooden"
"Generic Wooden Car","18","$792.75","02/19/2023","Plastic"
"Handcrafted Wooden Salad","14","$877.39","08/24/2023","Rubber"
"Fantastic Steel Pizza","40","$552.03","02/01/2023","Granite"
"Small Wooden Bacon","75","$104.48","09/23/2023","Granite"
"Ergonomic Frozen Fish","35","$968.79","01/05/2023","Metal"
"Oriental Steel Tuna","72","$692.38","09/02/2023","Fresh"
"Oriental Plastic Sausages","21","$778.77","04/18/2024","Soft"
"Sleek Steel Pizza","93","$143.62","07/12/2023","Frozen"
"Handmade Granite Ball","35","$791.11","02/06/2023","Granite"
"Handcrafted Bronze Car","55","$186.05","09/26/2023","Frozen"
"Elegant Steel Hat","77","$248.32","04/14/2024","Plastic"
"Elegant Cotton Computer","88","$849.48","04/27/2024","Plastic"
"Refined Fresh Computer","1","$736.62","05/14/2023","Concrete"
"Electronic Rubber Salad","99","$679.83","10/07/2023","Soft"
"Awesome Wooden Ball","7","$964.54","10/06/2023","Bronze"
"Recycled Wooden Car","34","$90.97","11/03/2023","Steel"
"Refined Wooden Hat","5","$983.03","03/25/2023","Fresh"
"Bespoke Steel Chicken","34","$607.14","03/02/2024","Concrete"
"Handmade Plastic Chips","90","$372.47","04/05/2024","Fresh"
"Electronic Bronze Shoes","71","$54.99","12/21/2023","Wooden"
"Refined Rubber Mouse","23","$125.77","07/04/2023","Cotton"
"Elegant Steel Pants","48","$796.18","04/08/2023","Bronze"
"Unbranded Soft Ball","44","$194.18","04/28/2023","Rubber"
"Awesome Granite Chicken","84","$428.64","07/24/2023","Bronze"
"Recycled Soft Gloves","29","$660.38","06/21/2023","Granite"
"Recycled Rubber Chicken","77","$263.12","04/22/2024","Steel"
"Licensed Granite Mouse","25","$394.44","02/20/2024","Steel"
"Handcrafted Frozen Ball","1","$189.53","03/18/2024","Fresh"
"Tasty Fresh Pants","16","$887.66","03/02/2023","Granite"
"Rustic Soft Shoes","38","$569.50","12/30/2023","Rubber"
"Elegant Rubber Cheese","71","$645.15","06/06/2023","Steel"
"Unbranded Metal Towels","75","$880.81","04/10/2023","Steel"
"Modern Bronze Salad","58","$737.00","11/18/2023","Steel"
"Generic Bronze Hat","52","$451.76","03/14/2023","Wooden"
"Refined Granite Shoes","92","$692.37","03/03/2024","Metal"
"Unbranded Rubber Ball","70","$262.73","04/16/2024","Soft"
"Refined Soft Ball","78","$570.71","05/14/2023","Cotton"
"Incredible Plastic Fish","4","$693.21","07/18/2023","Concrete"
"Refined Rubber Chair","73","$629.70","12/15/2022","Cotton"
"Electronic Soft Towels","6","$540.78","12/19/2022","Bronze"
"Handmade Frozen Chicken","14","$341.20","08/10/2023","Soft"
"Incredible Frozen Sausages","58","$361.70","07/25/2023","Cotton"
"Rustic Steel Chips","37","$309.69","11/19/2023","Steel"
"Handmade Concrete Pizza","15","$693.42","04/28/2023","Frozen"
"Sleek Bronze Hat","20","$994.09","09/16/2023","Concrete"
"Intelligent Cotton Gloves","94","$457.55","09/09/2023","Wooden"
"Incredible Bronze Car","94","$432.09","09/07/2023","Cotton"
"Bespoke Wooden Towels","46","$644.06","02/02/2023","Fresh"
"Handcrafted Metal Keyboard","55","$749.84","03/07/2024","Rubber"
"Refined Rubber Car","30","$138.48","01/02/2024","Wooden"
"Electronic Steel Pants","46","$785.21","04/26/2024","Granite"
"Oriental Fresh Bike","24","$538.12","12/10/2023","Metal"
"Gorgeous Granite Mouse","59","$285.20","12/15/2022","Bronze"
"Sleek Soft Keyboard","74","$134.28","01/11/2024","Wooden"
"Small Soft Keyboard","56","$794.41","09/12/2023","Bronze"
"Handcrafted Cotton Fish","9","$874.02","03/19/2023","Bronze"
"Ergonomic Granite Hat","78","$346.78","11/05/2023","Fresh"
"Intelligent Steel Fish","8","$259.92","10/03/2023","Granite"
"Bespoke Fresh Chips","86","$129.67","01/13/2023","Soft"
"Rustic Fresh Soap","58","$820.02","05/02/2024","Granite"
"Awesome Soft Gloves","24","$945.71","12/05/2023","Soft"
"Rustic Bronze Table","15","$574.86","06/19/2023","Steel"
"Elegant Bronze Computer","96","$618.90","01/29/2024","Cotton"
"Fantastic Soft Mouse","88","$886.38","02/23/2024","Concrete"
"Tasty Frozen Keyboard","49","$376.33","09/13/2023","Metal"
"Luxurious Steel Tuna","17","$492.40","01/09/2023","Concrete"
"Recycled Steel Shoes","53","$878.78","12/25/2023","Steel"
"Ergonomic Plastic Chips","1","$318.96","03/19/2023","Cotton"
"Electronic Cotton Cheese","19","$90.72","01/18/2024","Fresh"
"Handmade Metal Computer","74","$610.51","09/19/2023","Frozen"
"Bespoke Granite Shoes","69","$618.25","07/22/2023","Concrete"
"Handmade Cotton Keyboard","43","$844.65","03/11/2023","Plastic"
"Handmade Granite Chicken","52","$242.38","12/29/2022","Granite"
"Recycled Fresh Chair","68","$189.08","07/18/2023","Plastic"
"Sleek Plastic Fish","16","$870.34","05/25/2023","Rubber"
"Luxurious Plastic Keyboard","61","$832.58","07/12/2023","Steel"
"Oriental Frozen Mouse","56","$97.96","02/24/2023","Fresh"
"Luxurious Frozen Mouse","86","$845.65","10/17/2023","Soft"
"Incredible Plastic Car","23","$518.04","12/16/2022","Cotton"
"Refined Frozen Towels","74","$68.78","02/11/2024","Soft"
"Gorgeous Concrete Bike","32","$837.95","12/26/2022","Bronze"
"Sleek Concrete Pants","17","$240.87","03/19/2023","Frozen"
"Unbranded Rubber Cheese","16","$669.15","11/10/2023","Soft"
"Refined Rubber Computer","59","$373.06","08/14/2023","Steel"
"Gorgeous Metal Table","87","$871.48","03/08/2024","Cotton"
"Gorgeous Granite Chicken","9","$476.05","10/10/2023","Soft"
"Small Wooden Computer","32","$468.60","12/08/2023","Concrete"
"Modern Metal Salad","78","$641.23","01/25/2024","Rubber"
"Handmade Fresh Keyboard","59","$988.67","04/28/2023","Bronze"
"Tasty Frozen Car","38","$393.25","12/18/2022","Concrete"
"Luxurious Soft Tuna","49","$994.98","03/05/2024","Wooden"
"Recycled Rubber Tuna","59","$189.89","02/07/2024","Plastic"
"Gorgeous Cotton Table","91","$750.04","12/26/2022","Wooden"
"Ergonomic Rubber Shirt","84","$51.96","05/12/2023","Bronze"
"Generic Wooden Pizza","90","$937.17","03/23/2024","Cotton"
"Handmade Cotton Fish","51","$426.82","06/04/2023","Granite"
"Handcrafted Wooden Ball","67","$159.45","04/10/2024","Cotton"
"Intelligent Frozen Bike","11","$159.21","01/17/2024","Steel"
"Elegant Wooden Chips","49","$325.26","02/14/2024","Wooden"
"Licensed Metal Soap","93","$402.31","04/30/2023","Granite"
"Fantastic Plastic Hat","20","$202.53","05/12/2023","Concrete"
"Sleek Plastic Towels","28","$891.26","04/21/2024","Cotton"
"Elegant Concrete Pizza","67","$565.49","03/30/2024","Cotton"
"Refined Bronze Cheese","16","$541.19","06/18/2023","Rubber"
"Refined Fresh Bike","24","$807.84","04/09/2024","Steel"
"Electronic Fresh Soap","63","$71.04","02/09/2023","Bronze"
"Awesome Soft Shirt","30","$95.86","05/19/2023","Soft"
"Tasty Metal Chair","69","$173.47","12/29/2022","Cotton"
"Sleek Metal Chair","49","$718.42","01/11/2024","Cotton"
"Incredible Rubber Fish","88","$587.74","06/17/2023","Frozen"
"Luxurious Granite Salad","87","$87.49","02/19/2024","Steel"
"Awesome Fresh Chicken","84","$654.69","08/14/2023","Granite"
"Sleek Metal Chicken","62","$936.96","09/16/2023","Cotton"
"Small Cotton Table","22","$92.23","03/15/2023","Granite"
"Oriental Concrete Shoes","30","$600.38","11/30/2023","Bronze"
"Refined Cotton Chicken","94","$855.19","06/28/2023","Frozen"
"Elegant Steel Bike","60","$212.73","09/21/2023","Granite"
"Fantastic Granite Cheese","48","$743.26","10/15/2023","Bronze"
"Recycled Rubber Bike","93","$766.54","08/19/2023","Fresh"
"Sleek Cotton Salad","76","$849.54","09/27/2023","Rubber"
"Oriental Fresh Soap","22","$61.74","10/27/2023","Plastic"
"Electronic Cotton Shoes","99","$678.26","09/14/2023","Wooden"
"Small Concrete Pants","27","$459.85","10/26/2023","Metal"
"Handmade Granite Mouse","68","$822.48","10/29/2023","Rubber"
"Fantastic Wooden Tuna","99","$443.77","11/08/2023","Frozen"
"Intelligent Metal Chair","44","$821.79","02/07/2023","Cotton"
"Practical Metal Soap","18","$216.65","07/22/2023","Steel"
"Generic Frozen Ball","63","$840.33","08/27/2023","Frozen"
"Gorgeous Rubber Table","93","$124.73","03/10/2023","Wooden"
"Awesome Steel Fish","38","$458.66","03/01/2024","Rubber"
"Oriental Plastic Fish","34","$433.42","12/15/2022","Soft"
"Practical Rubber Table","92","$280.34","12/26/2022","Cotton"
"Luxurious Granite Fish","35","$946.02","04/28/2024","Metal"
"Gorgeous Frozen Tuna","12","$184.12","03/15/2023","Frozen"
"Electronic Soft Cheese","2","$193.04","04/09/2024","Soft"
"Fantastic Soft Gloves","83","$713.95","05/21/2023","Bronze"
"Ergonomic Granite Gloves","98","$682.11","05/15/2023","Bronze"
"Recycled Bronze Pizza","54","$822.14","09/30/2023","Granite"
"Elegant Soft Towels","61","$695.22","11/30/2023","Fresh"
"Fantastic Fresh Chair","85","$725.56","12/05/2023","Granite"
"Sleek Rubber Tuna","25","$977.37","01/19/2024","Cotton"
"Elegant Wooden Cheese","35","$966.67","07/23/2023","Plastic"
"Small Granite Cheese","47","$76.80","03/13/2024","Granite"
"Elegant Metal Salad","92","$951.18","12/05/2023","Metal"
"Small Soft Towels","4","$797.24","05/30/2023","Plastic"
"Tasty Bronze Table","6","$305.26","04/26/2023","Concrete"
"Unbranded Steel Towels","92","$289.58","06/01/2023","Rubber"
"Rustic Soft Bacon","28","$730.57","12/09/2023","Granite"
"Licensed Plastic Shoes","24","$199.75","02/18/2023","Metal"
"Elegant Rubber Bacon","88","$657.22","06/11/2023","Granite"
"Tasty Soft Keyboard","10","$847.21","07/28/2023","Cotton"
"Licensed Soft Table","47","$601.68","06/08/2023","Granite"
"Intelligent Metal Soap","17","$144.01","01/30/2023","Cotton"
"Bespoke Soft Mouse","66","$234.24","08/26/2023","Rubber"
"Modern Wooden Chair","70","$121.06","12/23/2022","Soft"
"Tasty Metal Tuna","24","$305.32","12/24/2022","Bronze"
"Oriental Steel Keyboard","62","$209.32","11/24/2023","Rubber"
